,OR,date,s_min,s_max,s_skew,s_kurt,d_min,d_max,d_skew,d_kurt,i_min,i_max,i_skew,i_kurt,c_min,c_max,c_skew,c_kurt
147,3726,20210603,32170,40727,-0.955946035825312,-0.04008109672317417,28566,38401,-0.4142395028262989,-0.7372619473090527,332.559,415.176,-0.42901344568167615,-0.5185731707984553,218.211,292.769,-0.3823207956456458,-1.250679908180922
148,3987,20210604,32170,40383,-1.0385088018846138,0.0744262110174101,28566,36584,-0.7690301775021342,-0.6105329191024835,332.559,401.939,-0.7588827845849072,-0.34465899852285764,218.211,292.972,-0.4058913709113823,-1.396313965225998
149,4063,20210605,32170,40383,-0.6805655929578746,-1.0143870375298494,28566,36584,-0.6315368867343143,-1.1126241696250736,332.559,401.939,-0.43479104309651323,-1.0764117815858887,218.211,292.972,-0.6152718482191546,-1.033352677410553
150,4602,20210606,31346,40383,-0.7962863621670037,-0.7753242691403597,27283,36584,-0.8035744623475679,-0.7651963396307608,315.919,401.939,-0.8015791336982258,-0.4327665007057284,230.271,292.972,-0.40749662172199547,-1.4098970218897766
151,3775,20210607,31346,40383,-0.7647883215712556,-0.8010670949034346,27283,36584,-0.6990537212868866,-0.876958118261737,315.919,401.939,-0.7056144711301685,-0.6069645849299548,230.271,292.972,-0.705585459220502,-0.6070004353742045
152,3914,20210608,31346,40383,-0.8596818307206572,-0.754964469181703,27283,36584,-0.7620178043021354,-0.8712732073489593,315.919,401.939,-0.7349254524578115,-0.6012326973902522,230.271,292.972,-0.7348931011993789,-0.6012694690005178
153,3749,20210609,31346,40383,-0.8602652401058175,-0.728139694376162,27283,36584,-0.7583591675387203,-0.848897449521921,315.919,401.939,-0.7307364253223003,-0.5818924959063185,230.271,292.972,-0.7307064088703105,-0.5819426120158577
154,2900,20210610,31346,40193,-0.9225774147372305,-0.6594453931247495,27283,36467,-0.8145538599573845,-0.7874215835355747,315.919,401.939,-0.8037792925042945,-0.4692660676383875,230.271,292.972,-0.8037523749798885,-0.4692999413898922
155,3046,20210611,31346,39540,-1.0089586086065323,-0.5656138347174622,27283,36117,-0.8524199542407958,-0.761828600857287,315.919,398.886,-0.8563606565822758,-0.4279857390610129,230.271,290.746,-0.8563507262226167,-0.42800966590981515
156,2729,20210612,31346,39540,-1.4496618826211067,0.7641626562571777,27283,36117,-1.4047209430623526,0.7424967631782109,315.919,398.886,-1.2595155180859885,0.41254827428275886,230.271,290.746,-1.2594982639622738,0.4125066662665784
