,OR,date,s_min,s_max,s_skew,s_kurt,d_min,d_max,d_skew,d_kurt,i_min,i_max,i_skew,i_kurt,c_min,c_max,c_skew,c_kurt
17,3074,20210120,33095,33148,-0.506093563855603,-1.5000000000002187,29938,29990,-0.6718866987142785,-1.4999999999998601,347.884,356.127,-0.699443137316394,-1.500000000000014,236.856,242.467,-0.6994795052105081,-1.50000000000001
18,3097,20210121,33134,33359,0.6973073284067122,-1.4999999999999345,29984,30285,0.7061397472386002,-1.499999999999976,355.672,356.127,0.5977496440671668,-1.499999999999539,242.158,242.467,0.5982054817412285,-1.5000000000003393
19,3203,20210122,33134,33359,0.5161169971346838,-1.500000000000053,29984,30285,0.3083049526467834,-1.499999999999988,355.762,358.199,0.6462553788665124,-1.4999999999999085,242.219,243.879,0.6465767870750424,-1.5000000000000677
20,3073,20210123,30421,33359,-0.6989680942722022,-1.5,27218,30285,-0.6973953008229546,-1.5000000000000022,332.548,358.199,-0.6836125710813198,-1.4999999999999956,226.414,243.879,-0.6835914000727321,-1.5
21,3269,20210124,28790,33192,0.3045432422238059,-1.5,25717,30095,0.36265204875688656,-1.5000000000000009,307.458,358.199,0.013539948950274749,-1.5,209.331,243.879,0.01354109029914318,-1.5
22,3219,20210125,28790,33063,0.280098086950693,-1.4999999999999998,25717,29794,0.3096141360466294,-1.499999999999999,307.458,341.766,-0.4988113751444497,-1.4999999999999925,209.331,232.69,-0.49882402142046295,-1.500000000000004
23,3064,20210126,28790,33152,-0.7060931544566995,-1.5000000000000018,25717,29933,-0.7044281881864116,-1.5000000000000018,307.458,351.528,-0.5682575238408432,-1.5000000000000022,209.331,239.336,-0.5682770953969835,-1.5000000000000004
24,3286,20210127,32652,33152,-0.6195677794204516,-1.5000000000000275,29588,29933,-0.23245504873244927,-1.4999999999999916,341.766,351.528,-0.5251435025851935,-1.5000000000000002,232.69,239.336,-0.5253931477179821,-1.499999999999993
25,3203,20210128,32652,33152,0.27943341492701695,-1.500000000000013,29557,29933,0.6895974626072218,-1.5000000000000195,349.069,351.528,-0.3392181010912534,-1.500000000000076,237.663,239.336,-0.339956997028403,-1.4999999999999813
26,3447,20210129,32472,32843,0.03629368923814605,-1.5000000000000009,29269,29588,-0.6824821344349342,-1.5000000000000229,348.035,350.657,0.25184909626863294,-1.4999999999999998,236.958,238.744,0.25098869441402366,-1.4999999999999871
27,2906,20210130,30109,32843,-0.6576486259653548,-1.5000000000000002,26662,29557,-0.6812528449382347,-1.5,325.481,350.657,-0.6786649738587545,-1.4999999999999951,221.602,238.744,-0.6786412260668487,-1.5000000000000033
28,2938,20210131,28364,32472,0.18172482151893246,-1.5,25458,29269,0.4156137409724084,-1.500000000000001,304.697,348.035,0.04996977799868126,-1.4999999999999998,207.451,236.958,0.04996490839671292,-1.4999999999999996
29,3046,20210201,28364,31980,0.04264474829003496,-1.4999999999999996,25458,29042,0.37660716737214067,-1.4999999999999998,304.697,353.026,0.1693040801745113,-1.5,207.451,259.828,0.4963864392554683,-1.4999999999999991
30,3006,20210202,28364,32772,-0.6178231787232307,-1.4999999999999987,25458,29726,-0.6369408230762813,-1.500000000000001,304.697,364.417,-0.6058246763116277,-1.5000000000000018,207.451,268.212,-0.6558850908148474,-1.4999999999999978
31,3132,20210203,31980,32772,-0.6168960091093778,-1.5000000000000089,29042,29726,-0.6455608131539631,-1.4999999999999898,353.026,366.195,-0.6581706116734876,-1.5000000000000173,259.828,269.521,-0.6581463828843614,-1.5000000000000113
32,3060,20210204,32629,32787,-0.6836481805935255,-1.5000000000000462,29623,29726,0.42548859943145706,-1.5,364.417,366.195,-0.43836255735263535,-1.5000000000001346,268.212,269.521,-0.4391427874756998,-1.5
33,3066,20210205,32351,32787,-0.3219768338511266,-1.5000000000000002,29291,29655,-0.6871076429522475,-1.5,363.13,366.195,-0.6214418015938029,-1.499999999999965,267.264,269.521,-0.6217342567742462,-1.500000000000096
34,2763,20210206,29743,32787,-0.6517075019770446,-1.5,26677,29655,-0.6673768732903296,-1.5,338.554,365.655,-0.6845458711179595,-1.5000000000000042,249.176,269.124,-0.6845094312646526,-1.5000000000000002
35,3047,20210207,28678,32351,0.46297043142436134,-1.4999999999999984,25915,29291,0.5626520581469757,-1.4999999999999984,322.592,363.13,0.25320488804517394,-1.4999999999999993,237.429,267.264,0.2532540393030996,-1.5000000000000009
36,2880,20210208,28678,30962,0.08235014519799358,-1.4999999999999998,25915,27915,0.2816405522548597,-1.5000000000000016,322.592,344.85,-0.475217859392368,-1.5000000000000002,237.429,253.811,-0.47510197217072875,-1.4999999999999944
37,2887,20210209,28678,30962,0.6555959645144603,-1.500000000000003,25915,27915,0.6812430391723521,-1.4999999999999998,322.592,344.85,0.3104424325933794,-1.4999999999999998,237.429,253.811,0.31043418687745206,-1.4999999999999987
38,2833,20210210,27257,30962,0.07617951551811246,-1.5,24370,27915,0.019689542834384902,-1.5,306.312,344.85,-0.3160875592849361,-1.5000000000000013,225.447,253.811,-0.31608783718938255,-1.5000000000000007
